Tue Aug 14 2018 20:42:26Nilai ballast : 0.09629, Nilai error teta : -0.119499996125.89119720-247.5769958496, Error pitch : -0.1227
Tue Aug 14 2018 20:42:28Nilai ballast : 0.09912, Nilai error teta : -0.113399997125.89119720-247.5769958496, Error pitch : -0.1165
Tue Aug 14 2018 20:42:31Nilai ballast : 0.10131, Nilai error teta : -0.106699988125.89119720-247.5769958496, Error pitch : -0.1037
Tue Aug 14 2018 20:42:33Nilai ballast : 0.10541, Nilai error teta : -0.097899988125.89119720-247.5769958496, Error pitch : -0.0979
Tue Aug 14 2018 20:42:35Nilai ballast : 0.10541, Nilai error teta : -0.092399984124.22070312-251.8213043213, Error pitch : -0.0924
Tue Aug 14 2018 20:42:37Nilai ballast : 0.10883, Nilai error teta : -0.086799994123.85099792-252.6806945801, Error pitch : -0.0868
Tue Aug 14 2018 20:42:40Nilai ballast : 0.10883, Nilai error teta : -0.079899996123.25330352-254.0108032227, Error pitch : -0.0799
Tue Aug 14 2018 20:42:42Nilai ballast : 0.11353, Nilai error teta : -0.079899996123.25330352-254.0108032227, Error pitch : -0.0799
Tue Aug 14 2018 20:42:44Nilai ballast : 0.11753, Nilai error teta : -0.079899996123.25330352-254.0108032227, Error pitch : -0.0799
Tue Aug 14 2018 20:42:46Nilai ballast : 0.11410, Nilai error teta : -0.067099988121.64959716-25.0000000000, Error pitch : -0.0671
Tue Aug 14 2018 20:42:49Nilai ballast : 0.11784, Nilai error teta : -0.067099988121.64959716-25.0000000000, Error pitch : -0.0671
Tue Aug 14 2018 20:42:51Nilai ballast : 0.11632, Nilai error teta : -0.058699995120.60949707-259.0000000000, Error pitch : -0.0587
Tue Aug 14 2018 20:42:53Nilai ballast : 0.11951, Nilai error teta : -0.054199993119.84490203-260.6351928711, Error pitch : -0.0587
Tue Aug 14 2018 20:42:55Nilai ballast : 0.11920, Nilai error teta : -0.053099989119.59709930-261.1474914551, Error pitch : -0.0531
Tue Aug 14 2018 20:42:58Nilai ballast : 0.12034, Nilai error teta : -0.050199985119.59709930-261.1474914551, Error pitch : -0.0502
Tue Aug 14 2018 20:43:00Nilai ballast : 0.12160, Nilai error teta : -0.047899991119.59709930-261.1474914551, Error pitch : -0.0479
Tue Aug 14 2018 20:43:02Nilai ballast : 0.12290, Nilai error teta : -0.044899985119.59709930-261.1474914551, Error pitch : -0.0459
Tue Aug 14 2018 20:43:04Nilai ballast : 0.12416, Nilai error teta : -0.042999997119.59709930-261.1474914551, Error pitch : -0.044
Tue Aug 14 2018 20:43:07Nilai ballast : 0.12531, Nilai error teta : -0.041099995116.78029632-267.6130065918, Error pitch : -0.0421
Tue Aug 14 2018 20:43:09Nilai ballast : 0.12689, Nilai error teta : -0.040099993116.52549743-268.1618957520, Error pitch : -0.0411
Tue Aug 14 2018 20:43:11Nilai ballast : 0.12712, Nilai error teta : -0.036799997115.73269653-269.8147888184, Error pitch : -0.0379
Tue Aug 14 2018 20:43:13Nilai ballast : 0.12848, Nilai error teta : -0.034599989115.17620086-270.9195861816, Error pitch : -0.0368
Tue Aug 14 2018 20:43:16Nilai ballast : 0.12907, Nilai error teta : -0.034599989115.17620086-270.9195861816, Error pitch : -0.0346
Tue Aug 14 2018 20:43:18Nilai ballast : 0.13087, Nilai error teta : -0.030399993113.66560363-273.6704101562, Error pitch : -0.0346
Tue Aug 14 2018 20:43:20Nilai ballast : 0.12964, Nilai error teta : -0.028599992113.01840209-274.7650146484, Error pitch : -0.0286
Tue Aug 14 2018 20:43:22Nilai ballast : 0.13122, Nilai error teta : -0.026899993112.34929656-275.8500061035, Error pitch : -0.0269
Tue Aug 14 2018 20:43:25Nilai ballast : 0.13122, Nilai error teta : -0.024799987111.32610321-277.5036926270, Error pitch : -0.0248
Tue Aug 14 2018 20:44:37Nilai ballast : -0.14172, Nilai error teta : 0.5016999841103.58860015-323.7167968750, Error pitch : 0.5017
Tue Aug 14 2018 20:44:40Nilai ballast : -0.15120, Nilai error teta : 0.5016999841103.88020324-325.0198974609, Error pitch : 0.5017
Tue Aug 14 2018 20:44:42Nilai ballast : -0.16045, Nilai error teta : 0.4743999839104.21199798-326.3599853516, Error pitch : 0.4744
Tue Aug 14 2018 20:44:44Nilai ballast : -0.16045, Nilai error teta : 0.4743999839104.21199798-326.3599853516, Error pitch : 0.4744
Tue Aug 14 2018 20:44:46Nilai ballast : -0.10048, Nilai error teta : 0.3287000060103.94090271-32.0000000000, Error pitch : 0.3287
Tue Aug 14 2018 20:44:49Nilai ballast : -0.07390, Nilai error teta : 0.1821999848103.87750244-324.8839111328, Error pitch : 0.247
Tue Aug 14 2018 20:44:51Nilai ballast : -0.03912, Nilai error teta : 0.1614999920103.93009948-325.1989135742, Error pitch : 0.1615
Tue Aug 14 2018 20:44:53Nilai ballast : -0.04976, Nilai error teta : 0.1614999920103.93009948-325.1989135742, Error pitch : 0.1615
Tue Aug 14 2018 20:44:56Nilai ballast : -0.04652, Nilai error teta : 0.1419999897104.10140228-326.3948974609, Error pitch : 0.142
Tue Aug 14 2018 20:44:58Nilai ballast : -0.06325, Nilai error teta : 0.1575999856104.24919891-327.3244934082, Error pitch : 0.1576
Tue Aug 14 2018 20:45:00Nilai ballast : -0.07067, Nilai error teta : 0.1687999964104.24919891-327.3244934082, Error pitch : 0.1576
Tue Aug 14 2018 20:45:02Nilai ballast : -0.08504, Nilai error teta : 0.1688999832104.24919891-327.3244934082, Error pitch : 0.1688
Tue Aug 14 2018 20:45:05Nilai ballast : -0.09216, Nilai error teta : 0.1638999879104.24919891-327.3244934082, Error pitch : 0.1671
Tue Aug 14 2018 20:45:07Nilai ballast : -0.09395, Nilai error teta : 0.1505999863104.24919891-327.3244934082, Error pitch : 0.1451
Tue Aug 14 2018 20:45:09Nilai ballast : -0.09672, Nilai error teta : 0.1333999932104.24919891-327.3244934082, Error pitch : 0.1334
Tue Aug 14 2018 20:45:11Nilai ballast : -0.10090, Nilai error teta : 0.1284999847105.12899780-331.2283935547, Error pitch : 0.1285
Tue Aug 14 2018 20:45:14Nilai ballast : -0.10080, Nilai error teta : 0.1169999838105.34609985-332.3312072754, Error pitch : 0.117
Tue Aug 14 2018 20:45:16Nilai ballast : -0.10531, Nilai error teta : 0.1140999943105.41699981-332.7203979492, Error pitch : 0.1141
Tue Aug 14 2018 20:45:18Nilai ballast : -0.10531, Nilai error teta : 0.1025999933105.61609649-333.9472045898, Error pitch : 0.1026
Tue Aug 14 2018 20:45:20Nilai ballast : -0.10620, Nilai error teta : 0.0961999893105.73590087-334.8185119629, Error pitch : 0.0962
Tue Aug 14 2018 20:45:23Nilai ballast : -0.10830, Nilai error teta : 0.0911999941105.84359741-335.7257080078, Error pitch : 0.0912
Tue Aug 14 2018 20:45:25Nilai ballast : -0.11081, Nilai error teta : 0.0873999894105.93769836-336.6611938477, Error pitch : 0.0874
Tue Aug 14 2018 20:45:27Nilai ballast : -0.11529, Nilai error teta : 0.0873999894105.93769836-336.6611938477, Error pitch : 0.0874
Tue Aug 14 2018 20:45:29Nilai ballast : -0.11966, Nilai error teta : 0.0757999867106.25360107-339.5791931152, Error pitch : 0.0874
Tue Aug 14 2018 20:45:32Nilai ballast : -0.11591, Nilai error teta : 0.0712999851106.25360107-339.5791931152, Error pitch : 0.0734
Tue Aug 14 2018 20:45:34Nilai ballast : -0.11768, Nilai error teta : 0.0677999854106.25360107-339.5791931152, Error pitch : 0.0694
Tue Aug 14 2018 20:45:36Nilai ballast : -0.11953, Nilai error teta : 0.0650999844106.25360107-339.5791931152, Error pitch : 0.064
Tue Aug 14 2018 20:45:38Nilai ballast : -0.12378, Nilai error teta : 0.0621999949106.25360107-339.5791931152, Error pitch : 0.0622
Tue Aug 14 2018 20:45:41Nilai ballast : -0.12378, Nilai error teta : 0.0607999861107.19789886-345.3691101074, Error pitch : 0.0622
Tue Aug 14 2018 20:45:43Nilai ballast : -0.12613, Nilai error teta : 0.0569999963107.33509826-346.4686889648, Error pitch : 0.057
Tue Aug 14 2018 20:45:45Nilai ballast : -0.12701, Nilai error teta : 0.0507999957107.51139831-348.1614074707, Error pitch : 0.057
Tue Aug 14 2018 20:45:47Nilai ballast : -0.12637, Nilai error teta : 0.0491999835107.56030273-348.7374877930, Error pitch : 0.0492
Tue Aug 14 2018 20:45:50Nilai ballast : -0.12817, Nilai error teta : 0.0454999954107.67250061-350.4931945801, Error pitch : 0.0492
Tue Aug 14 2018 20:45:52Nilai ballast : -0.12853, Nilai error teta : 0.0436999947107.71949768-351.6812133789, Error pitch : 0.0437
Tue Aug 14 2018 20:45:54Nilai ballast : -0.12988, Nilai error teta : 0.0417999923107.75140380-352.2792053223, Error pitch : 0.0437
Tue Aug 14 2018 20:45:56Nilai ballast : -0.13101, Nilai error teta : 0.0412999839107.75250244-354.0848083496, Error pitch : 0.0418
Tue Aug 14 2018 20:45:59Nilai ballast : -0.13287, Nilai error teta : 0.0404999852107.74720001-355.2958984375, Error pitch : 0.0413
