Wed Aug 01 2018 22:13:26 | Parsing Finished
Wed Aug 01 2018 22:13:35 | Control Running
Wed Aug 01 2018 22:13:35 | Control OFF
Wed Aug 01 2018 22:13:43 | Sensor Running
Wed Aug 01 2018 22:13:43 | Parsing Finished
Wed Aug 01 2018 22:13:55 | Sensor Running
Wed Aug 01 2018 22:13:55 | Parsing Finished
Wed Aug 01 2018 22:14:03 | Control Running
Wed Aug 01 2018 22:14:03 | Control OFF
Wed Aug 01 2018 22:14:11 | Sensor Running
Wed Aug 01 2018 22:14:11 | Parsing Finished
Wed Aug 01 2018 22:14:19 | Control Running
Wed Aug 01 2018 22:14:19 | Control OFF
Wed Aug 01 2018 22:14:27 | Sensor Running
Wed Aug 01 2018 22:14:27 | Parsing Finished
Wed Aug 01 2018 22:14:35 | Control Running
Wed Aug 01 2018 22:14:35 | Control OFF
Wed Aug 01 2018 22:14:43 | Sensor Running
Wed Aug 01 2018 22:14:43 | Parsing Finished
Wed Aug 01 2018 22:14:52 | Control Running
Wed Aug 01 2018 22:14:52 | Control OFF
