2023-06-21,10:29:31,BE,statusResetBE,MM,MM,rudder,mainThruster,bow,_
2023-06-21,10:37:16,700,0,26,30,1500,1200,0,
2023-06-21,10:37:17,698,0,26,30,1500,1200,0,
2023-06-21,10:37:18,695,0,26,30,1500,1200,0,
2023-06-21,10:37:19,697,0,26,30,1500,1200,0,
2023-06-21,10:37:20,694,0,25,30,1500,1200,0,
2023-06-21,10:37:21,689,0,26,30,1500,1200,0,
2023-06-21,10:37:22,694,0,26,30,1500,1200,0,
2023-06-21,10:37:23,685,0,26,30,1500,1200,0,
2023-06-21,10:37:24,685,0,26,30,1500,1200,0,
2023-06-21,10:37:25,684,0,27,30,1500,1200,0,
2023-06-21,10:37:26,682,0,27,30,1500,1200,0,
2023-06-21,10:37:27,688,0,27,30,1500,1200,0,
2023-06-21,10:37:28,685,0,27,30,1500,1200,0,
2023-06-21,10:37:29,687,0,27,30,1500,1200,0,
2023-06-21,10:37:30,693,0,27,30,1500,1200,0,
2023-06-21,10:37:31,691,0,28,30,1500,1200,0,
2023-06-21,10:37:32,700,0,27,30,1500,1200,0,
2023-06-21,10:37:33,700,0,27,30,1450,1200,0,
2023-06-21,10:37:35,700,0,27,30,1450,1200,0,
2023-06-21,10:37:36,700,0,26,30,1450,1200,0,
2023-06-21,10:37:37,700,0,26,30,1500,1200,0,
2023-06-21,10:37:38,700,0,26,30,1500,1200,0,
2023-06-21,10:37:39,700,0,26,30,1500,1200,0,
2023-06-21,10:37:40,700,0,26,30,1500,1200,0,
2023-06-21,10:37:41,700,0,26,30,1500,1200,0,
2023-06-21,10:37:42,697,0,25,30,1500,1200,0,
2023-06-21,10:37:43,699,0,25,30,1500,1200,0,
2023-06-21,10:37:44,700,0,25,30,1450,1200,0,
2023-06-21,10:37:45,700,0,25,30,1411,1200,0,
2023-06-21,10:37:46,700,0,25,30,1350,1200,0,
2023-06-21,10:37:47,700,0,25,30,1350,1200,0,
2023-06-21,10:37:48,700,0,24,30,1350,1200,0,
2023-06-21,10:37:49,700,0,24,30,1350,1200,0,
2023-06-21,10:37:50,700,0,24,30,1358,1200,0,
2023-06-21,10:37:51,700,0,24,30,1397,1200,0,
2023-06-21,10:37:52,700,0,24,30,1468,1200,0,
2023-06-21,10:37:53,697,0,23,30,1450,1200,0,
2023-06-21,10:37:54,687,0,23,30,1450,1200,0,
2023-06-21,10:37:55,687,0,23,30,1500,1200,0,
2023-06-21,10:37:56,680,0,23,30,1500,1200,0,
2023-06-21,10:37:57,680,0,23,30,1550,1200,0,
2023-06-21,10:37:58,672,0,23,30,1550,1200,0,
2023-06-21,10:37:59,672,0,22,30,1550,1200,0,
2023-06-21,10:38:00,665,0,22,30,1500,1200,0,
2023-06-21,10:38:01,665,0,24,30,1500,1200,0,
2023-06-21,10:38:02,657,0,24,30,1500,1200,0,
2023-06-21,10:38:03,657,0,24,30,1500,1200,0,
2023-06-21,10:38:04,650,0,24,30,1450,1200,0,
2023-06-21,10:38:05,659,0,24,30,1450,1200,0,
2023-06-21,10:38:06,662,0,24,30,1435,1200,0,
2023-06-21,10:38:07,665,0,24,30,1426,1200,0,
2023-06-21,10:38:08,667,0,24,30,1433,1200,0,
2023-06-21,10:38:09,672,0,25,30,1442,1200,0,
2023-06-21,10:38:10,672,0,25,30,1450,1200,0,
2023-06-21,10:38:11,677,0,25,30,1450,1200,0,
2023-06-21,10:38:12,677,0,25,30,1450,1200,0,
2023-06-21,10:38:13,682,0,25,30,1500,1200,0,
2023-06-21,10:38:14,682,0,25,30,1500,1200,0,
2023-06-21,10:38:15,687,0,26,30,1500,1200,0,
2023-06-21,10:38:16,687,0,26,30,1500,1200,0,
2023-06-21,10:38:17,692,0,26,30,1500,1200,0,
2023-06-21,10:38:18,692,0,26,30,1500,1200,0,
2023-06-21,10:38:19,697,0,26,30,1500,1200,0,
2023-06-21,10:38:20,697,0,26,30,1500,1200,0,
2023-06-21,10:38:21,696,0,27,30,1500,1200,0,
2023-06-21,10:38:22,692,0,27,30,1500,1200,0,
2023-06-21,10:38:23,695,0,27,30,1500,1200,0,
2023-06-21,10:38:24,689,0,27,30,1500,1200,0,
2023-06-21,10:38:25,688,0,27,30,1500,1200,0,
2023-06-21,10:38:26,691,0,27,30,1450,1200,0,
2023-06-21,10:38:27,682,0,28,30,1450,1200,0,
2023-06-21,10:38:28,684,0,28,30,1450,1200,0,
2023-06-21,10:38:29,677,0,28,30,1450,1200,0,
2023-06-21,10:38:30,680,0,28,30,1450,1200,0,
2023-06-21,10:38:31,686,0,28,30,1450,1200,0,
2023-06-21,10:38:32,681,0,28,30,1500,1200,0,
2023-06-21,10:38:33,692,0,29,30,1500,1200,0,
2023-06-21,10:38:34,679,0,29,30,1500,1200,0,
2023-06-21,10:38:35,694,0,29,30,1500,1200,0,
2023-06-21,10:38:36,685,0,29,30,1500,1200,0,
2023-06-21,10:38:37,688,0,29,30,1550,1200,0,
2023-06-21,10:38:38,697,0,29,30,1550,1200,0,
2023-06-21,10:38:39,690,0,30,30,1500,1200,0,
2023-06-21,10:38:40,700,0,30,30,1500,1200,0,
2023-06-21,10:38:41,699,0,30,30,1500,1200,0,
2023-06-21,10:38:42,697,0,29,30,1500,1200,0,
2023-06-21,10:38:43,700,0,29,30,1500,1200,0,
2023-06-21,10:38:44,700,0,29,30,1450,1200,0,
2023-06-21,10:38:45,700,0,29,30,1450,1200,0,
2023-06-21,10:38:46,700,0,28,30,1450,1200,0,
2023-06-21,10:38:47,697,0,28,30,1450,1200,0,
2023-06-21,10:38:48,695,0,28,30,1450,1200,0,
2023-06-21,10:38:49,694,0,28,30,1450,1200,0,
2023-06-21,10:38:50,690,0,28,30,1450,1200,0,
2023-06-21,10:38:51,689,0,27,30,1500,1200,0,
2023-06-21,10:38:52,684,0,27,30,1500,1200,0,
2023-06-21,10:38:53,682,0,28,30,1500,1200,0,
2023-06-21,10:38:54,677,0,28,30,1500,1200,0,
2023-06-21,10:38:55,675,0,28,30,1500,1200,0,
2023-06-21,10:38:56,670,0,28,30,1500,1200,0,
2023-06-21,10:38:57,669,0,29,30,1550,1200,0,
2023-06-21,10:38:58,666,0,29,30,1550,1200,0,
2023-06-21,10:38:59,669,0,29,30,1500,1200,0,
2023-06-21,10:39:01,670,0,29,30,1500,1200,0,
2023-06-21,10:39:02,675,0,28,30,1500,1200,0,
2023-06-21,10:39:03,680,0,28,30,1500,1200,0,
2023-06-21,10:39:04,682,0,27,30,1450,1200,0,
2023-06-21,10:39:05,687,0,27,30,1450,1200,0,
2023-06-21,10:39:06,687,0,27,30,1432,1200,0,
2023-06-21,10:39:07,692,0,27,30,1424,1200,0,
2023-06-21,10:39:08,692,0,27,30,1432,1200,0,
2023-06-21,10:39:09,694,0,27,30,1445,1200,0,
2023-06-21,10:39:10,688,0,27,30,1455,1200,0,
2023-06-21,10:39:11,687,0,27,30,1450,1200,0,
2023-06-21,10:39:12,681,0,26,30,1450,1200,0,
2023-06-21,10:39:13,680,0,26,30,1450,1200,0,
2023-06-21,10:39:14,675,0,26,30,1450,1200,0,
2023-06-21,10:39:15,672,0,26,30,1500,1200,0,
2023-06-21,10:39:16,667,0,26,30,1500,1200,0,
2023-06-21,10:39:17,665,0,26,30,1500,1200,0,
2023-06-21,10:39:18,660,0,26,30,1500,1200,0,
2023-06-21,10:39:19,657,0,27,30,1450,1200,0,
2023-06-21,10:39:20,652,0,27,30,1450,1200,0,
2023-06-21,10:39:21,650,0,27,30,1450,1200,0,
2023-06-21,10:39:22,647,0,27,30,1450,1200,0,
2023-06-21,10:39:23,652,0,27,30,1450,1200,0,
2023-06-21,10:39:24,655,0,27,30,1450,1200,0,
2023-06-21,10:39:25,660,0,28,30,1443,1200,0,
2023-06-21,10:39:26,662,0,28,30,1438,1200,0,
2023-06-21,10:39:27,667,0,28,30,1437,1200,0,
2023-06-21,10:39:28,667,0,28,30,1429,1200,0,
2023-06-21,10:39:29,672,0,27,30,1418,1200,0,
2023-06-21,10:39:30,672,0,27,30,1427,1200,0,
2023-06-21,10:39:31,677,0,27,30,1435,1200,0,
2023-06-21,10:39:32,677,0,27,30,1444,1200,0,
2023-06-21,10:39:33,673,0,27,30,1458,1200,0,
2023-06-21,10:39:34,668,0,27,30,1450,1200,0,
2023-06-21,10:39:35,665,0,27,30,1450,1200,0,
2023-06-21,10:39:36,662,0,27,30,1450,1200,0,
2023-06-21,10:39:37,664,0,28,30,1450,1200,0,
2023-06-21,10:39:38,656,0,28,30,1450,1200,0,
2023-06-21,10:39:39,653,0,28,30,1450,1200,0,
2023-06-21,10:39:40,653,0,28,30,1500,1200,0,
2023-06-21,10:39:41,647,0,28,30,1500,1200,0,
2023-06-21,10:39:42,649,0,29,30,1500,1200,0,
2023-06-21,10:39:43,658,0,29,30,1500,1200,0,
2023-06-21,10:39:44,659,0,29,30,1450,1200,0,
2023-06-21,10:39:45,658,0,29,30,1450,1200,0,
2023-06-21,10:39:46,658,0,29,30,1450,1200,0,
2023-06-21,10:39:47,653,0,30,30,1450,1200,0,
2023-06-21,10:39:48,665,0,30,30,1450,1200,0,
2023-06-21,10:39:49,668,0,30,30,1450,1200,0,
2023-06-21,10:39:50,674,0,29,30,1450,1200,0,
2023-06-21,10:39:51,677,0,29,30,1500,1200,0,
2023-06-21,10:39:52,680,0,29,30,1500,1200,0,
2023-06-21,10:39:53,685,0,28,30,1500,1200,0,
2023-06-21,10:39:54,687,0,28,30,1500,1200,0,
2023-06-21,10:39:55,692,0,28,30,1450,1200,0,
2023-06-21,10:39:56,697,0,28,30,1450,1200,0,
2023-06-21,10:39:57,700,0,28,30,1421,1200,0,
2023-06-21,10:39:58,700,0,27,30,1420,1200,0,
2023-06-21,10:39:59,700,0,27,30,1426,1200,0,
2023-06-21,10:40:00,699,0,27,30,1436,1200,0,
2023-06-21,10:40:01,690,0,27,30,1453,1200,0,
2023-06-21,10:40:02,682,0,27,30,1450,1200,0,
2023-06-21,10:40:03,675,0,26,30,1450,1200,0,
2023-06-21,10:40:04,670,0,26,30,1450,1200,0,
2023-06-21,10:40:06,662,0,26,30,1450,1200,0,
2023-06-21,10:40:07,657,0,26,30,1450,1200,0,
2023-06-21,10:40:08,650,0,26,30,1500,1200,0,
2023-06-21,10:40:09,645,0,25,30,1500,1200,0,
2023-06-21,10:40:10,637,0,26,30,1500,1200,0,
2023-06-21,10:40:11,632,0,27,30,1500,1200,0,
2023-06-21,10:40:12,625,0,27,30,1500,1200,0,
2023-06-21,10:40:13,620,0,27,30,1500,1200,0,
2023-06-21,10:40:14,618,0,27,30,1500,1200,0,
2023-06-21,10:40:15,619,0,27,30,1500,1200,0,
2023-06-21,10:40:16,622,0,28,30,1500,1200,0,
2023-06-21,10:40:17,626,0,28,30,1500,1200,0,
2023-06-21,10:40:18,628,0,28,30,1450,1200,0,
2023-06-21,10:40:19,632,0,28,30,1450,1200,0,
2023-06-21,10:40:20,636,0,28,30,1450,1200,0,
2023-06-21,10:40:21,637,0,28,30,1450,1200,0,
2023-06-21,10:40:22,641,0,28,30,1450,1200,0,
2023-06-21,10:40:23,645,0,27,30,1450,1200,0,
2023-06-21,10:40:24,645,0,27,30,1500,1200,0,
2023-06-21,10:40:25,648,0,27,30,1500,1200,0,
2023-06-21,10:40:26,650,0,27,30,1500,1200,0,
2023-06-21,10:40:27,653,0,27,30,1450,1200,0,
2023-06-21,10:40:28,657,0,26,30,1450,1200,0,
2023-06-21,10:40:29,658,0,26,30,1450,1200,0,
2023-06-21,10:40:30,661,0,26,30,1437,1200,0,
2023-06-21,10:40:31,657,0,26,30,1431,1200,0,
2023-06-21,10:40:32,655,0,26,30,1429,1200,0,
2023-06-21,10:40:33,652,0,25,30,1436,1200,0,
2023-06-21,10:40:34,648,0,25,30,1446,1200,0,
2023-06-21,10:40:35,645,0,25,30,1456,1200,0,
2023-06-21,10:40:36,642,0,25,30,1450,1200,0,
2023-06-21,10:40:37,637,0,25,30,1450,1200,0,
2023-06-21,10:40:38,635,0,24,30,1450,1200,0,
2023-06-21,10:40:39,630,0,24,30,1450,1200,0,
2023-06-21,10:40:40,627,0,24,30,1450,1200,0,
2023-06-21,10:40:41,622,0,24,30,1450,1200,0,
2023-06-21,10:40:42,621,0,24,30,1450,1200,0,
2023-06-21,10:40:43,616,0,24,30,1500,1200,0,
2023-06-21,10:40:44,616,0,23,30,1500,1200,0,
2023-06-21,10:40:45,610,0,23,30,1500,1200,0,
2023-06-21,10:40:46,610,0,23,30,1450,1200,0,
2023-06-21,10:40:47,604,0,24,30,1450,1200,0,
2023-06-21,10:40:48,604,0,24,30,1450,1200,0,
2023-06-21,10:40:49,603,0,24,30,1450,1200,0,
2023-06-21,10:40:50,597,0,24,30,1450,1200,0,
2023-06-21,10:40:51,605,0,24,30,1450,1200,0,
2023-06-21,10:40:52,600,0,24,30,1445,1200,0,
2023-06-21,10:40:53,602,0,24,30,1443,1200,0,
2023-06-21,10:40:54,612,0,24,30,1444,1200,0,
2023-06-21,10:40:55,612,0,23,30,1445,1200,0,
2023-06-21,10:40:56,602,0,23,30,1447,1200,0,
2023-06-21,10:40:57,617,0,23,30,1449,1200,0,
2023-06-21,10:40:58,597,0,23,30,1450,1200,0,
2023-06-21,10:40:59,602,0,23,30,1450,1200,0,
2023-06-21,10:41:00,607,0,23,30,1450,1200,0,
2023-06-21,10:41:01,590,0,22,30,1446,1200,0,
2023-06-21,10:41:02,612,0,22,30,1440,1200,0,
2023-06-21,10:41:03,596,0,22,30,1434,1200,0,
2023-06-21,10:41:04,607,0,22,30,1424,1200,0,
2023-06-21,10:41:05,605,0,22,30,1425,1200,0,
2023-06-21,10:41:06,596,0,22,30,1433,1200,0,
2023-06-21,10:41:07,598,0,21,30,1444,1200,0,
2023-06-21,10:41:08,596,0,21,30,1453,1200,0,
2023-06-21,10:41:09,590,0,21,30,1450,1200,0,
2023-06-21,10:41:10,590,0,21,30,1450,1200,0,
2023-06-21,10:41:11,582,0,22,30,1450,1200,0,
2023-06-21,10:41:12,582,0,23,30,1450,1200,0,
2023-06-21,10:41:13,575,0,23,30,1450,1200,0,
2023-06-21,10:41:14,575,0,23,30,1500,1200,0,
2023-06-21,10:41:15,567,0,23,30,1500,1200,0,
2023-06-21,10:41:16,567,0,23,30,1500,1200,0,
2023-06-21,10:41:17,560,0,23,30,1500,1200,0,
2023-06-21,10:41:18,560,0,23,30,1500,1200,0,
2023-06-21,10:41:19,553,0,23,30,1500,1200,0,
2023-06-21,10:41:20,559,0,23,30,1500,1200,0,
2023-06-21,10:41:21,558,0,24,30,1550,1200,0,
2023-06-21,10:41:22,561,0,24,30,1550,1200,0,
2023-06-21,10:41:23,563,0,24,30,1500,1200,0,
2023-06-21,10:41:24,563,0,24,30,1500,1200,0,
2023-06-21,10:41:25,564,0,24,30,1500,1200,0,
2023-06-21,10:41:26,565,0,24,30,1500,1200,0,
2023-06-21,10:41:27,564,0,24,30,1500,1200,0,
2023-06-21,10:41:28,567,0,24,30,1450,1200,0,
2023-06-21,10:41:29,564,0,23,30,1450,1200,0,
2023-06-21,10:41:31,562,0,23,30,1450,1200,0,
2023-06-21,10:41:32,560,0,23,30,1450,1200,0,
2023-06-21,10:41:33,555,0,23,30,1450,1200,0,
2023-06-21,10:41:34,553,0,23,30,1450,1200,0,
2023-06-21,10:41:35,547,0,23,30,1450,1200,0,
2023-06-21,10:41:36,547,0,22,30,1450,1200,0,
2023-06-21,10:41:37,540,0,22,30,1450,1200,0,
2023-06-21,10:41:38,540,0,22,30,1500,1200,0,
2023-06-21,10:41:39,532,0,22,30,1500,1200,0,
2023-06-21,10:41:40,532,0,22,30,1500,1200,0,
2023-06-21,10:41:41,525,0,22,30,1500,1200,0,
2023-06-21,10:41:42,525,0,21,30,1500,1200,0,
2023-06-21,10:41:43,517,0,22,30,1500,1200,0,
2023-06-21,10:41:44,517,0,22,30,1550,1200,0,
2023-06-21,10:41:45,513,0,22,30,1550,1200,0,
2023-06-21,10:41:46,515,0,22,30,1550,1200,0,
2023-06-21,10:41:47,515,0,22,30,1500,1200,0,
2023-06-21,10:41:48,517,0,21,30,1500,1200,0,
2023-06-21,10:41:49,519,0,21,30,1500,1200,0,
2023-06-21,10:41:50,521,0,21,30,1500,1200,0,
2023-06-21,10:41:51,522,0,21,30,1450,1200,0,
2023-06-21,10:41:52,521,0,21,30,1450,1200,0,
2023-06-21,10:41:53,519,0,21,30,1450,1200,0,
2023-06-21,10:41:54,517,0,20,30,1443,1200,0,
2023-06-21,10:41:55,514,0,20,30,1443,1200,0,
2023-06-21,10:41:56,510,0,20,30,1450,1200,0,
2023-06-21,10:41:57,507,0,20,30,1450,1200,0,
2023-06-21,10:41:58,502,0,20,30,1450,1200,0,
2023-06-21,10:41:59,500,0,20,30,1450,1200,0,
2023-06-21,10:42:00,495,0,20,30,1450,1200,0,
2023-06-21,10:42:01,492,0,20,30,1500,1200,0,
2023-06-21,10:42:02,487,0,20,30,1500,1200,0,
2023-06-21,10:42:03,485,0,20,30,1500,1200,0,
2023-06-21,10:42:04,480,0,21,30,1500,1200,0,
2023-06-21,10:42:05,478,0,21,30,1500,1200,0,
2023-06-21,10:42:06,479,0,21,30,1500,1200,0,
2023-06-21,10:42:07,482,0,21,30,1500,1200,0,
2023-06-21,10:42:08,484,0,21,30,1500,1200,0,
2023-06-21,10:42:09,488,0,21,30,1500,1200,0,
2023-06-21,10:42:10,491,0,21,30,1450,1200,0,
2023-06-21,10:42:11,495,0,20,30,1450,1200,0,
2023-06-21,10:42:12,497,0,20,30,1450,1200,0,
2023-06-21,10:42:13,502,0,20,30,1450,1200,0,
2023-06-21,10:42:14,502,0,20,30,1442,1200,0,
2023-06-21,10:42:15,507,0,20,30,1439,1200,0,
2023-06-21,10:42:16,507,0,20,30,1440,1200,0,
2023-06-21,10:42:17,512,0,20,30,1443,1200,0,
2023-06-21,10:42:18,511,0,20,30,1445,1200,0,
2023-06-21,10:42:19,510,0,20,30,1446,1200,0,
2023-06-21,10:42:20,507,0,20,30,1446,1200,0,
2023-06-21,10:42:21,502,0,20,30,1444,1200,0,
2023-06-21,10:42:22,499,0,20,30,1442,1200,0,
2023-06-21,10:42:23,495,0,20,30,1440,1200,0,
2023-06-21,10:42:24,492,0,20,30,1441,1200,0,
2023-06-21,10:42:25,487,0,20,30,1444,1200,0,
2023-06-21,10:42:26,491,0,20,30,1448,1200,0,
2023-06-21,10:42:27,488,0,20,30,1453,1200,0,
2023-06-21,10:42:28,480,0,20,30,1450,1200,0,
2023-06-21,10:42:29,480,0,20,30,1450,1200,0,
2023-06-21,10:42:30,472,0,20,30,1450,1200,0,
2023-06-21,10:42:31,472,0,21,30,1450,1200,0,
2023-06-21,10:42:32,465,0,21,30,1450,1200,0,
2023-06-21,10:42:33,479,0,21,30,1450,1200,0,
2023-06-21,10:42:34,457,0,21,30,1450,1200,0,
2023-06-21,10:42:35,481,0,21,30,1500,1200,0,
2023-06-21,10:42:36,459,0,21,30,1500,1200,0,
2023-06-21,10:42:37,476,0,22,30,1500,1200,0,
2023-06-21,10:42:38,455,0,22,30,1500,1200,0,
2023-06-21,10:42:39,462,0,22,30,1500,1200,0,
2023-06-21,10:42:40,460,0,22,30,1500,1200,0,
2023-06-21,10:42:41,463,0,22,30,1500,1200,0,
2023-06-21,10:42:42,472,0,22,30,1500,1200,0,
2023-06-21,10:42:43,469,0,23,30,1500,1200,0,
2023-06-21,10:42:44,475,0,23,30,1500,1200,0,
2023-06-21,10:42:45,474,0,23,30,1500,1200,0,
2023-06-21,10:42:46,478,0,23,30,1500,1200,0,
2023-06-21,10:42:47,478,0,23,30,1500,1200,0,
2023-06-21,10:42:48,481,0,23,30,1500,1200,0,
2023-06-21,10:42:49,478,0,23,30,1500,1200,0,
2023-06-21,10:42:50,478,0,23,30,1450,1200,0,
2023-06-21,10:42:51,476,0,23,30,1450,1200,0,
2023-06-21,10:42:52,471,0,23,30,1450,1200,0,
2023-06-21,10:42:53,470,0,23,30,1450,1200,0,
2023-06-21,10:42:54,465,0,23,30,1450,1200,0,
2023-06-21,10:42:55,462,0,23,30,1450,1200,0,
2023-06-21,10:42:56,457,0,24,30,1500,1200,0,
2023-06-21,10:42:57,455,0,24,30,1500,1200,0,
2023-06-21,10:42:58,450,0,24,30,1500,1200,0,
2023-06-21,10:42:59,447,0,24,30,1500,1200,0,
2023-06-21,10:43:01,443,0,24,30,1500,1200,0,
2023-06-21,10:43:02,445,0,24,30,1500,1200,0,
2023-06-21,10:43:03,447,0,25,30,1500,1200,0,
2023-06-21,10:43:04,448,0,25,30,1500,1200,0,
2023-06-21,10:43:05,453,0,25,30,1500,1200,0,
2023-06-21,10:43:06,456,0,24,30,1500,1200,0,
2023-06-21,10:43:07,460,0,24,30,1450,1200,0,
2023-06-21,10:43:08,462,0,23,30,1450,1200,0,
2023-06-21,10:43:09,467,0,23,30,1450,1200,0,
2023-06-21,10:43:10,467,0,23,30,1450,1200,0,
2023-06-21,10:43:11,472,0,23,30,1450,1200,0,
2023-06-21,10:43:12,472,0,23,30,1450,1200,0,
2023-06-21,10:43:13,475,0,23,30,1450,1200,0,
2023-06-21,10:43:14,471,0,23,30,1450,1200,0,
2023-06-21,10:43:15,474,0,22,30,1500,1200,0,
2023-06-21,10:43:16,472,0,22,30,1500,1200,0,
2023-06-21,10:43:17,472,0,22,30,1500,1200,0,
2023-06-21,10:43:18,475,0,22,30,1450,1200,0,
2023-06-21,10:43:19,474,0,22,30,1450,1200,0,
2023-06-21,10:43:20,472,0,21,30,1450,1200,0,
2023-06-21,10:43:21,464,0,21,30,1450,1200,0,
2023-06-21,10:43:22,462,0,21,30,1450,1200,0,
2023-06-21,10:43:23,457,0,21,30,1450,1200,0,
2023-06-21,10:43:24,455,0,21,30,1450,1200,0,
2023-06-21,10:43:25,450,0,21,30,1450,1200,0,
2023-06-21,10:43:26,447,0,21,30,1450,1200,0,
2023-06-21,10:43:27,442,0,22,30,1500,1200,0,
2023-06-21,10:43:28,440,0,22,30,1500,1200,0,
2023-06-21,10:43:29,435,0,22,30,1500,1200,0,
2023-06-21,10:43:30,432,0,22,30,1550,1200,0,
2023-06-21,10:43:31,427,0,22,30,1550,1200,0,
2023-06-21,10:43:32,426,0,22,30,1550,1200,0,
2023-06-21,10:43:33,424,0,23,30,1550,1200,0,
2023-06-21,10:43:34,427,0,23,30,1550,1200,0,
2023-06-21,10:43:35,425,0,23,30,1550,1200,0,
2023-06-21,10:43:36,425,0,23,30,1500,1200,0,
2023-06-21,10:43:37,425,0,23,30,1500,1200,0,
2023-06-21,10:43:38,424,0,24,30,1500,1200,0,
2023-06-21,10:43:39,423,0,24,30,1500,1200,0,
2023-06-21,10:43:40,422,0,23,30,1450,1200,0,
2023-06-21,10:43:41,423,0,23,30,1450,1200,0,
2023-06-21,10:43:42,418,0,22,30,1450,1200,0,
2023-06-21,10:43:43,417,0,22,30,1450,1200,0,
2023-06-21,10:43:44,412,0,22,30,1450,1200,0,
2023-06-21,10:43:45,410,0,22,30,1450,1200,0,
2023-06-21,10:43:46,405,0,22,30,1450,1200,0,
2023-06-21,10:43:47,402,0,22,30,1450,1200,0,
2023-06-21,10:43:48,397,0,21,30,1450,1200,0,
2023-06-21,10:43:49,395,0,21,30,1500,1200,0,
2023-06-21,10:43:50,390,0,21,30,1500,1200,0,
2023-06-21,10:43:51,387,0,21,30,1500,1200,0,
2023-06-21,10:43:52,382,0,21,30,1500,1200,0,
2023-06-21,10:43:53,385,0,21,30,1500,1200,0,
2023-06-21,10:43:54,387,0,20,30,1500,1200,0,
2023-06-21,10:43:55,375,0,20,30,1500,1200,0,
2023-06-21,10:43:56,375,0,20,30,1500,1200,0,
2023-06-21,10:43:57,367,0,20,30,1500,1200,0,
2023-06-21,10:43:58,373,0,20,30,1500,1200,0,
2023-06-21,10:43:59,367,0,20,30,1450,1200,0,
2023-06-21,10:44:00,370,0,20,30,1450,1200,0,
2023-06-21,10:44:01,360,0,20,30,1450,1200,0,
2023-06-21,10:44:02,362,0,20,30,1450,1200,0,
2023-06-21,10:44:03,352,0,20,30,1450,1200,0,
2023-06-21,10:44:04,352,0,20,30,1450,1200,0,
2023-06-21,10:44:05,345,0,20,30,1450,1200,0,
2023-06-21,10:44:06,345,0,20,30,1450,1200,0,
2023-06-21,10:44:07,337,0,20,30,1450,1200,0,
2023-06-21,10:44:08,337,0,20,30,1450,1200,0,
2023-06-21,10:44:09,330,0,20,30,1450,1200,0,
2023-06-21,10:44:10,330,0,20,30,1450,1200,0,
2023-06-21,10:44:11,322,0,20,30,1450,1200,0,
2023-06-21,10:44:12,322,0,20,30,1450,1200,0,
2023-06-21,10:44:13,315,0,20,30,1500,1200,0,
2023-06-21,10:44:14,315,0,20,30,1500,1200,0,
2023-06-21,10:44:15,307,0,20,30,1500,1200,0,
2023-06-21,10:44:16,307,0,20,30,1500,1200,0,
2023-06-21,10:44:17,300,0,20,30,1450,1200,0,
2023-06-21,10:44:18,300,0,20,30,1450,1200,0,
2023-06-21,10:44:19,292,0,20,30,1450,1200,0,
2023-06-21,10:44:20,294,0,20,30,1450,1200,0,
2023-06-21,10:44:21,287,0,20,30,1441,1200,0,
2023-06-21,10:44:23,287,0,20,30,1436,1200,0,
2023-06-21,10:44:24,280,0,20,30,1437,1200,0,
2023-06-21,10:44:25,280,0,20,30,1441,1200,0,
2023-06-21,10:44:26,272,0,20,30,1447,1200,0,
2023-06-21,10:44:27,272,0,20,30,1452,1200,0,
2023-06-21,10:44:28,265,0,20,30,1450,1200,0,
2023-06-21,10:44:29,265,0,20,30,1450,1200,0,
2023-06-21,10:44:30,257,0,20,30,1450,1200,0,
2023-06-21,10:44:31,257,0,20,30,1450,1200,0,
2023-06-21,10:44:32,250,0,20,30,1450,1200,0,
2023-06-21,10:44:33,250,0,20,30,1500,1200,0,
2023-06-21,10:44:34,242,0,20,30,1500,1200,0,
2023-06-21,10:44:35,242,0,20,30,1500,1200,0,
2023-06-21,10:44:36,235,0,20,30,1500,1200,0,
2023-06-21,10:44:37,235,0,20,30,1500,1200,0,
2023-06-21,10:44:38,227,0,20,30,1500,1200,0,
2023-06-21,10:44:39,229,0,20,30,1450,1200,0,
2023-06-21,10:44:40,225,0,20,30,1450,1200,0,
2023-06-21,10:44:41,230,0,20,30,1450,1200,0,
2023-06-21,10:44:42,228,0,20,30,1450,1200,0,
2023-06-21,10:44:43,230,0,20,30,1440,1200,0,
2023-06-21,10:44:44,235,0,20,30,1426,1200,0,
2023-06-21,10:44:45,232,0,20,30,1427,1200,0,
2023-06-21,10:44:46,237,0,20,30,1430,1200,0,
2023-06-21,10:44:47,236,0,20,30,1436,1200,0,
2023-06-21,10:44:48,230,0,20,30,1442,1200,0,
2023-06-21,10:44:49,230,0,20,30,1446,1200,0,
2023-06-21,10:44:50,227,0,20,30,1446,1200,0,
2023-06-21,10:44:51,227,0,20,30,1443,1200,0,
2023-06-21,10:44:52,223,0,20,30,1440,1200,0,
2023-06-21,10:44:53,220,0,20,30,1439,1200,0,
2023-06-21,10:44:54,217,0,20,30,1437,1200,0,
2023-06-21,10:44:55,212,0,20,30,1437,1200,0,
2023-06-21,10:44:56,210,0,20,30,1436,1200,0,
2023-06-21,10:44:57,205,0,20,30,1438,1200,0,
2023-06-21,10:44:58,202,0,20,30,1443,1200,0,
2023-06-21,10:44:59,197,0,20,30,1448,1200,0,
2023-06-21,10:45:00,195,0,20,30,1450,1200,0,
2023-06-21,10:45:01,190,0,20,30,1450,1200,0,
2023-06-21,10:45:02,187,0,20,30,1450,1200,0,
2023-06-21,10:45:03,182,0,20,30,1500,1200,0,
2023-06-21,10:45:04,180,0,20,30,1500,1200,0,
2023-06-21,10:45:05,175,0,20,30,1500,1200,0,
2023-06-21,10:45:06,172,0,20,30,1500,1200,0,
